method,region,trace_id,qoe,average_bitrate_mbps,total_rebuffer_s,startup_delay_s,smoothness_penalty_mbps,wasted_traffic_ratio,preflight_capped_decisions,rescue_decisions,severe_session
lumos_mpc,vic,vic_recording_143_window_000.trace,4422.688000106811,115.16666666666667,24.83279999732971,0.842,112,0,0,0,1
lumos_mpc,vic,vic_recording_122_window_000.trace,4027.1440001678466,111.41666666666667,27.221399995803836,0.9773000001907348,232,0,0,0,1
lumos_mpc,vic,vic_recording_123_window_000.trace,3193.247999954224,113,52.96880000114441,1.0078000001907348,112,0,0,0,1
lumos_mpc,vic,vic_recording_130_window_000.trace,3858.4319998931883,115.16666666666667,38.93920000267029,0.9535,112,0,0,0,1
lumos_mpc,vic,vic_recording_107_window_000.trace,1345.7080000686651,103.14583333333333,75.33229999828337,1.4613000001907348,592,0,0,0,1
lumos_mpc,vic,vic_recording_131_window_000.trace,2561.8080001068115,111.41666666666667,57.854799997329714,1.0455999994277954,472,0,0,0,1
lumos_mpc,vic,vic_recording_135_window_000.trace,833.6399999618534,99.875,84.20900000095367,1.0267999992370604,592,0,0,0,1
lumos_mpc,vic,vic_recording_111_window_000.trace,1010.7239999771114,96.41666666666667,75.63190000057222,1.2791000003814696,592,0,0,0,1
lumos_mpc,vic,vic_recording_112_window_000.trace,-399.91199996948217,84.54166666666667,87.64779999923705,1.1712999992370605,952,0,0,0,1
robust_mpc,osn,osn_recording_099_window_001.trace,4961.915999984742,109.54166666666667,1.6021000003814698,0.8826999998092652,232,0,0,0,0
robust_mpc,osn,osn_recording_080_window_001.trace,4747.231999969483,106.41666666666667,6.219200000762939,0.9001999998092651,112,0,0,0,0
robust_mpc,osn,osn_recording_093_window_000.trace,4968.69200000763,111.41666666666667,6.682699999809264,1.095300000190735,112,0,0,0,0
robust_mpc,osn,osn_recording_063_window_000.trace,4145.295999984741,92.66666666666667,1.7676000003814698,0.9602999992370606,232,0,0,0,0
robust_mpc,osn,osn_recording_062_window_001.trace,3360.2719999694823,85.47916666666667,11.26820000076294,0.8773000001907348,292,0,0,0,1
robust_mpc,osn,osn_recording_046_window_000.trace,3884.34799999237,94.54166666666667,6.041300000190734,0.8866000003814697,412,0,0,0,0
robust_mpc,osn,osn_recording_077_window_001.trace,5104.6,112.66666666666667,1.785,0.8396999998092651,232,0,0,0,0
robust_mpc,osn,osn_recording_112_window_001.trace,4730.0040000152585,101.41666666666667,0.6498999996185303,0.9301999998092652,112,0,0,0,0
robust_mpc,osn,osn_recording_118_window_000.trace,2222.4479999923706,63.291666666666664,11.588800000190735,0.9661999998092652,352,0,0,0,1
robust_mpc,osn,osn_recording_064_window_000.trace,957.3920000457763,43.1875,15.740199998855593,1.1714000005722045,486,0,0,0,1
robust_mpc,us,us_recording_238_window_008.trace,5414.276000022888,115.16666666666667,0.04309999942779541,0.8991999998092651,112,0,0,0,0
