method,region,trace_id,qoe,average_bitrate_mbps,total_rebuffer_s,startup_delay_s,smoothness_penalty_mbps,wasted_traffic_ratio,preflight_capped_decisions,rescue_decisions,severe_session
starnet_mpc,vic,vic_recording_123_window_000.trace,3403.620000038147,89.54166666666667,14.309499999046324,1.0703999996185303,322,0,0,0,1
starnet_mpc,vic,vic_recording_130_window_000.trace,3667.8439999008174,110.16666666666667,37.703900002479564,0.961,112,0,0,0,1
starnet_mpc,vic,vic_recording_107_window_000.trace,389.1080000305178,84.54166666666667,73.92229999923705,0.8543999996185303,712,0,0,0,1
starnet_mpc,vic,vic_recording_131_window_000.trace,2973.979999923706,91.41666666666667,30.30050000190735,0.9933000001907348,202,0,0,0,1
starnet_mpc,vic,vic_recording_135_window_000.trace,-72.48799983978324,75.79166666666667,80.96219999599458,0.849,472,0,0,0,1
starnet_mpc,vic,vic_recording_111_window_000.trace,1247.5400001525882,78.91666666666667,53.211499996185296,1.2995999994277954,412,0,0,0,1
starnet_mpc,vic,vic_recording_112_window_000.trace,371.3360000610355,64.54166666666667,60.866599998474115,1.1599000005722047,292,0,0,0,1
wabb,osn,osn_recording_099_window_001.trace,2752.312000007629,58.916666666666664,0.5921999998092652,0.9054000005722046,52,0,0,0,0
wabb,osn,osn_recording_080_window_001.trace,2746.5079999923705,58.916666666666664,0.7373000001907348,0.8516999998092651,52,0,0,0,0
wabb,osn,osn_recording_093_window_000.trace,2776,58.916666666666664,0,1.0625999994277955,52,0,0,0,0
wabb,osn,osn_recording_063_window_000.trace,1726.3120000076292,92.66666666666667,11.242199999809266,0.8492000007629394,2272,0,0,0,1
wabb,osn,osn_recording_062_window_001.trace,1315.6520000076293,86.41666666666667,18.508699999809263,0.857,2092,0,0,0,1
wabb,osn,osn_recording_046_window_000.trace,3174.8599999999997,100.16666666666667,2.0285,0.9028999996185303,1552,0,0,0,0
wabb,osn,osn_recording_077_window_001.trace,1913.2719999694827,91.41666666666667,3.5682000007629395,0.8946000003814697,2332,0,0,0,0
wabb,osn,osn_recording_112_window_001.trace,2462.3279999923707,56.416666666666664,0.34180000019073487,0.8298999996185302,232,0,0,0,0
wabb,osn,osn_recording_118_window_000.trace,1451.5600000381469,49.541666666666664,3.8609999990463257,0.8858000001907349,772,0,0,0,0
wabb,osn,osn_recording_064_window_000.trace,-55.35600006103482,77.66666666666667,48.28390000152587,1.112,1852,0,0,0,1
wabb,us,us_recording_238_window_008.trace,2312.480000038147,97.66666666666667,20.58799999904633,0.8945999994277954,1552,0,0,0,1
wabb,us,us_recording_223_window_004.trace,2301.7320000076297,97.66666666666667,23.856699999809262,0.8595,1432,0,0,0,1
wabb,us,us_recording_196_window_014.trace,2627.412000045776,97.66666666666667,9.714699998855592,0.954,1672,0,0,0,0
wabb,us,us_recording_222_window_001.trace,2207.080000076294,95.16666666666667,15.72299999809265,0.7708000001907349,1732,0,0,0,1
wabb,us,us_recording_192_window_007.trace,2137.1720000457763,93.91666666666667,23.47069999885559,0.8815999994277954,1432,0,0,0,1
wabb,us,us_recording_203_window_004.trace,2124.599999961853,93.91666666666667,17.785000000953673,0.9701000003814697,1672,0,0,0,1
wabb,us,us_recording_213_window_006.trace,1364.4919999694825,92.66666666666667,24.78770000076294,1.0093999996185303,2092,0,0,0,1
wabb,us,us_recording_226_window_005.trace,264.3440000915525,86.41666666666667,44.79139999771119,1.089300000190735,2092,0,0,0,1
wabb,us,us_recording_225_window_004.trace,2410.2040000152588,96.41666666666667,19.644899999618527,0.9136000003814697,1432,0,0,0,1
wabb,us,us_recording_212_window_001.trace,64.75999996185237,85.16666666666667,57.28100000095369,3.362199999809265,1732,0,0,0,1
wabb,vic,vic_recording_148_window_000.trace,372.0960000991822,81.41666666666667,33.09759999752045,0.9401999998092652,2212,0,0,0,1
wabb,vic,vic_recording_143_window_000.trace,2200.1920000457762,97.66666666666667,23.395199998855592,1.0427000007629394,1552,0,0,0,1
wabb,vic,vic_recording_122_window_000.trace,2754.4640000152585,97.66666666666667,11.038399999618532,0.9429000005722046,1492,0,0,0,1
wabb,vic,vic_recording_123_window_000.trace,1642.8520000076296,92.66666666666667,22.328699999809263,1.0478000001907348,1912,0,0,0,1
wabb,vic,vic_recording_130_window_000.trace,2067.4519999313356,92.66666666666667,11.713700001716612,0.9681999998092652,1912,0,0,0,1
wabb,vic,vic_recording_107_window_000.trace,375.9720000839234,80.16666666666667,36.00069999790192,0.9343999996185303,2032,0,0,0,1
wabb,vic,vic_recording_131_window_000.trace,2369.8719999694827,58.916666666666664,10.153200000762938,0.9230999994277954,52,0,0,0,1
wabb,vic,vic_recording_135_window_000.trace,1770.8319999694822,58.916666666666664,25.129200000762943,0.9745,52,0,0,0,1
wabb,vic,vic_recording_111_window_000.trace,1712.0559999847414,58.916666666666664,26.598600000381467,1.3015,52,0,0,0,1
wabb,vic,vic_recording_112_window_000.trace,442.36800006866497,58.916666666666664,58.34079999828338,1.216,52,0,0,0,1
