method,display,sessions,worst_5pct_session_count,worst_5pct_rebuffer_s,worst_10pct_session_count,worst_10pct_rebuffer_s,maximum_rebuffer_s,severe_session_count,severe_session_ratio,severe_session_wilson_ci_low,severe_session_wilson_ci_high,qoe,average_bitrate_mbps,total_rebuffer_s,startup_delay_s,smoothness_penalty_mbps,wasted_traffic_ratio,preflight_capped_decisions,rescue_decisions
cmab,CMAB,30,2,124.14044999933243,3,109.56579999987285,135.79950000190735,13,0.43333333333333335,0.2737748557646652,0.6080269299918639,4479.220133326212,117.66666666666667,26.419496666844687,1.0446133333524068,112.0,0.0,0.0,0.0
dash_dynamic,dash.js Dynamic,30,2,3.322349999904633,3,3.1088666664759317,3.75660000038147,0,0.0,0.0,0.11351339317396876,2713.3195999997456,62.53819444444444,0.7020100000063578,0.7688299999554952,260.43333333333334,0.0009608415003034749,0.0,0.0
lumos_mpc,Lumos,30,2,86.52409999847411,3,85.75239999930064,87.64779999923705,28,0.9333333333333333,0.7867654163738308,0.9815229762087295,3339.8357333348595,109.9826388888889,41.283273333295185,1.0605833333333332,288.0,0.0,0.0,0.0
robust_mpc,RobustMPC,30,2,29.89005000066757,3,27.886133333206175,33.02100000095367,9,0.3,0.16664748268243793,0.47875787458714947,3748.1014666671754,90.20972222222223,7.8941299999872845,1.0474800000190736,266.2,0.0,0.0,0.0
safesabr_selective_rescue,SafeSABR,30,2,14.843400000572206,3,13.849300000190738,16.74090000152588,5,0.16666666666666666,0.0733654237184855,0.3356435050641603,3903.6994666671753,95.25694444444444,5.728346666653951,1.0453100000063578,439.5,0.014958068531385775,3.033333333333333,4.166666666666667
sara,SARA,30,2,30.894900001525876,3,27.33330000114441,31.37310000228882,9,0.3,0.16664748268243793,0.47875787458714947,3758.9775999921167,90.47361111111111,7.962226666863759,1.0441133333524069,265.26666666666665,0.0,0.0,0.0
starnet_mpc,StarNet,30,2,101.66484999656677,3,92.7232666648229,122.36749999713895,27,0.9,0.7437891742081593,0.9654001112526658,3306.9748000119525,104.54236111111112,38.226463333034516,1.0163800000190735,182.0,0.0,0.0,0.0
wabb,WABB,30,2,57.810899999618535,3,54.63523333358765,58.34079999828338,22,0.7333333333333333,0.555520383048111,0.8581733668040368,1792.8626666781106,81.52083333333333,20.153433333047232,1.0382500000000001,1314.0,0.0,0.0,0.0
